Title,PublishedAt,FullContent,URL
Will Amazon Change 'Lord of the Rings'? Prequels Deal Creates Questions,2017-11-13T19:54:00Z,"J.R.R. Tolkien’s visionary high fantasy series The Lord of the Rings is officially coming to TV. What can lifelong fans expect?

Amazon announced Monday that it has officially landed the rights to J.R.R. Tolkien’s Lord of the Rings series.

The interesting thing about this unprecedentedly large and expensive deal — which industry observers have characterized “insane” — is that Amazon seems to have gained access to every bit of the Tolkien Middle-earth library.

What Does Amazon Get?

Amazon has access to the original Lord of the Rings trilogy, the prequel The Hobbit, the entirety of The Silmarillion, and everything else Middle-earth. The possibilities are numerous, and Amazon announced the deal “includes a potential additional spin-off series,” similarly to how HBO has been developing several Game of Thrones spin-offs.

“New Lord of the Rings Storylines”

According to Amazon, “the television adaptation will explore new storylines preceding J.R.R. Tolkien’s The Fellowship of the Ring,” which could technically mean a lot of things. Early speculation that Amazon would attempt to reboot Peter Jackson’s movie trilogy doesn’t seem to be the case anymore.

Giphy

The word “preceding” indicates that the series will start right before the events of The Fellowship of the Ring, the first book in the Lord of the Rings trilogy.

Perhaps the first season will follow Strider (aka Aragorn, heir of Isildur and the rightful King of Gondor) or further detail Frodo Baggins’ life in the Shire before Gandalf’s arrival.

Maybe “preceding” just indicates anything before the original trilogy, which might mean a live-action adaptation of the entirety of The Silmarillion or even just a singular story from it (including The Tale of Beren and Lúthien).

Will Amazon make an anthology series that slowly explores the wonders of Middle-earth, or will audiences get a detailed narrative that winds through multiple seasons and ends right as The Fellowship of the Ring begins?

“We are delighted that Amazon, with its longstanding commitment to literature, is the home of the first-ever multi-season television series for The Lord of the Rings,” Matt Galsor, a representative for the Tolkien Estate and Trust and HarperCollins, said in the statement. “Sharon [Tal Yguado, Amazon’s head of scripted series] and the team at Amazon Studios have exceptional ideas to bring to the screen previously unexplored stories based on J.R.R. Tolkien’s original writings.”

The series will be available to watch via Amazon Prime, Amazon’s streaming service.

“Amazon Prime heads to Middle Earth,” Amazon founder Jeff Bezos declared on Twitter, but how it will change the Tolkien universe remain to be seen.",https://www.inverse.com/article/38390-lord-of-the-rings-amazon-prequel-series-confirmed-about-what
The best movies on Amazon Prime Video (February 2025),2018-12-17T18:27:27Z,"Disney+ has had some pretty lean months as its parent company chases streaming profitability, and March is no exception. Marvel's highly anticipated Daredevil: Born Again series, launching on March 4 with a two-episode premiere, makes this month different. Episodes 3 and 4 will follow weekly, but for some reason, Disney+ is dropping episodes 5 and 6 on the same day as well.

As big as Daredevil: Born Again is going to be this month, it pales in comparison to the impact that Moana 2 is going to make on March 12. The original Moana is a huge performer for Disney+, so much so that Disney canceled plans for a Moana series on Disney+ and turned it into Moana 2. Now, it's coming back to where it would have been in the first place.

There are still new episodes of Pixar's Win or Lose coming this month, as well as the premiere of David Blaine Do Not Attempt. Unfortunately, once Born Again, Win or Lose, and David Blaine Do Not Attempt are counted, there just isn't much new programming left to watch in March.

Our roundup of everything new on Disney+ in March 2025 can be found below, with our favorites highlighted in bold.

Do you need more suggestions on what to watch? We have guides to the best new shows to stream, the best shows on Disney+, the best movies on Disney+, and the best shows on Netflix.",https://www.digitaltrends.com/movies/best-movies-on-amazon-prime/
The best movies on Amazon Prime Video (February 2025),2018-12-17T18:27:27Z,"Disney+ has had some pretty lean months as its parent company chases streaming profitability, and March is no exception. Marvel's highly anticipated Daredevil: Born Again series, launching on March 4 with a two-episode premiere, makes this month different. Episodes 3 and 4 will follow weekly, but for some reason, Disney+ is dropping episodes 5 and 6 on the same day as well.

As big as Daredevil: Born Again is going to be this month, it pales in comparison to the impact that Moana 2 is going to make on March 12. The original Moana is a huge performer for Disney+, so much so that Disney canceled plans for a Moana series on Disney+ and turned it into Moana 2. Now, it's coming back to where it would have been in the first place.

There are still new episodes of Pixar's Win or Lose coming this month, as well as the premiere of David Blaine Do Not Attempt. Unfortunately, once Born Again, Win or Lose, and David Blaine Do Not Attempt are counted, there just isn't much new programming left to watch in March.

Our roundup of everything new on Disney+ in March 2025 can be found below, with our favorites highlighted in bold.

Do you need more suggestions on what to watch? We have guides to the best new shows to stream, the best shows on Disney+, the best movies on Disney+, and the best shows on Netflix.",https://www.digitaltrends.com/movies/best-movies-on-amazon-prime-version-1739543158-2-2/
"[Update: Shield-only] Amazon Music is coming to Android TV, and you can pre-register now",2018-11-30T20:50:53Z,URL skipped due to domain: https://www.androidpolice.com/2018/11/30/amazon-music-is-coming-to-android-tv-and-you-can-re-register-now/,https://www.androidpolice.com/2018/11/30/amazon-music-is-coming-to-android-tv-and-you-can-re-register-now/
Viola Davis Attached To Star In ‘The Fighting Shirley Chisholm’ For Amazon Studios,2018-11-29T17:01:46Z,"EXCLUSIVE: Days after Oscar winner Viola Davis and Julius Tennon’s JuVee Productions announced a first look feature production deal with Amazon Studios, the first project is moving forward: The Fighting Shirley Chisholm in which Davis will produce and star as the U.S. Representative who was both the first woman and the first person of color to seek a major American political party’s nomination for President.

Maggie Betts BEP

Amazon studios acquired the title in what we understand was a fierce bidding war, with Homegrown Pictures’ Stephanie Allain (Hustle & Flow, Dear White People) and Mel Jones producing with JuVee. Maggie Betts (Novitiate) will direct the screenplay written by Emmy-nominated writer Adam Countee (Silicon Valley, Community, Mindy Project).

Countee had long been interested in telling Chisholm’s story and his research led him to write the feature script on spec about the trailblazing congresswoman who never backed down as her bid drew ridicule and bigoted backlash. Chisholm ran for the U.S. House of Representatives in 1968 from New York’s 12th congressional district and became the first black woman elected to Congress. In January 1972 she announced her presidential bid in a Baptist church in her Brooklyn district. That election ended with George McGovern getting the Democratic nomination and losing to incumbent Republican President Richard Nixon.

Watch on Deadline

Davis can currently be seen starring in the critically acclaimed Widows from director Steve McQueen and stars in Amazon Studio’s Troupe Zero, alongside Alison Janney and Jim Gaffigan. Davis won an Oscar for her supporting role in Denzel Washington’s feature adaptation of August Wilson’s Fences in 2017 in addition to a Golden Globe and SAG award for her performance. She won a drama Primetime Emmy in 2015 for her lead actress role in ABC/Shondaland’s How to Get Away With Murder. Davis is the first black actress to be nominated for three Oscars, and one of the few to have an Emmy, Oscar and Tony Award win.

Davis is repped by CAA, Lasher Group and Lichter, Grossman, Nichols, Adler & Feldman Inc. Betts is repped by CAA and Brillstein Entertainment Partners. Homegrown Pictures is repped by UTA, Artists First and Jackoway Austen Tyerman Wertheimer Mandelbaum Morris Bernstein Trattner & Klein. Countee is repped by UTA and 3Arts. Homegrown is dedicated to creating content by and about women and people of color with authentic stories, depictions and representation with the company amassing more than 100 award nominations with wins from the Academy of Motion Picture Arts and Sciences, Film Independent Spirit Awards, Sundance Film Festival, the NAACP and more.",https://deadline.com/2018/11/viola-davis-the-fighting-shirley-chisholm-amazon-studios-movie-1202510762/
Why Do We Still Trust Amazon? How Big Tech Giants Fail to Protect Society,2018-11-24T23:00:00Z,"Amazon may have been expecting lots of public attention when it announced where it would establish its new headquarters — but like many technology companies recently, it probably didn’t anticipate how negative the response would be. In Amazon’s chosen territories of New York and Virginia, local politicians balked at taxpayer-funded enticements promised to the company. Journalists across the political spectrum panned the deals — and social media filled up with the voices of New Yorkers and Virginians pledging resistance.

Similarly, revelations that Facebook exploited anti-Semitic conspiracy theories to undermine its critics’ legitimacy indicate that instead of changing, Facebook would rather go on the offensive. Even as Amazon and Apple saw their stock-market values briefly top $1 trillion, technology executives were dragged before Congress, struggled to coherently take a stance on hate speech, got caught covering up sexual misconduct, and saw their own employees protesting business deals.

In some circles this is being seen as a loss of public trust in the technology firms that promised to remake the world — socially, environmentally, and politically — or at least as frustration with the way these companies have changed the world. But the technology companies need to do much more than regain the public’s trust; they need to prove that they deserved it in the first place — which, when placed in the context of the history of technology criticism and skepticism, they didn’t.

Looking Away From the Problems

Big technology companies used to frame their projects in vaguely utopian, positive-sounding lingo that obscures politics and public policy, transcending partisanship and — conveniently — avoiding scrutiny. Google used to remind its workers: “Don’t be evil.” Facebook worked to “make the world more open and connected.” Who could object to those ideals?

Scholars warned about the dangers of platforms like these, long before many of their founders were even born. In 1970, social critic and historian of technology Lewis Mumford predicted that the goal of what he termed “computerdom” would be “to furnish and process an endless quantity of data, in order to expand the role and ensure the domination of the power system.” That same year a seminal essay by feminist thinker Jo Freeman warned about the inherent power imbalances that remained in systems that appeared to make everyone equal.

Joseph Weizenbaum warned you. Ulrich Hansen / Wikimedia Commons

Similarly, in 1976, the computer scientist Joseph Weizenbaum predicted that in the decades ahead people would find themselves in a state of distress as they became increasingly reliant on opaque technical systems. Countless similar warnings have been issued ever since, including important recent scholarship such as information scholar Safiya Noble’s exploration of how Google searches replicate racial and gender biases and media scholar Siva Vaidhyanthan’s declaration that “the problem with Facebook is Facebook.”

The technology companies are powerful and wealthy, but their days of avoiding scrutiny may be ending. The American public seems to be starting to suspect that the technology giants were unprepared, and perhaps unwilling, to assume responsibility for the tools they unleashed upon the world.

In the aftermath of the 2016 US presidential election, concern remains high that Russian and other foreign governments are using any available social media platform to sow discord and discontent in societies around the globe.

Facebook has still not solved the problems in data privacy and transparency that caused the Cambridge Analytica scandal. Twitter is the preferred megaphone for President Donald Trump and home to disturbing quantities of violent hate speech. The future of Amazon’s corporate offices is shaping up to be a multi-sided brawl among elected officials and the people they supposedly represent.

Is It Ignorance or Naivete?

Viewing the present situation with the history of critiques of technology in mind, it’s hard not to conclude that the technology companies deserve the crises they are facing. These companies ask people to entrust them with their emails, personal data, online search histories, and financial information, to the point that many of these companies proudly tout that they know individuals better than they know themselves. They promote their latest systems, including “smart speakers” and “smart cameras,” seeking to ensure that users’ every waking moment — and sleeping moments too — can be monitored, feeding more data into their money-making algorithms.

Yet seemingly inevitably these companies go on to demonstrate how unworthy of trust they actually are, leaking data, sharing personal information, and failing to prevent hacking, as they slowly fill the world with a disturbing techno-paranoia worthy of an episode of “Black Mirror.”

Technology firms’ responses to each new revelation fit a standard pattern: After a scandal emerges, the company involved expresses alarm that anything went wrong, promises to investigate, and pledges to do better in the future. Some time — days, weeks, or even months — later, the company reveals that the scandal was a direct result of how the system was designed, and trots out a dismayed executive to express outrage at the destructive uses bad people found for their system, without admitting that the problem is the system itself.

Zuckerberg himself told the US Senate in April 2018 that the Cambridge Analytica scandal had taught him “we have a responsibility to not just give people tools, but to make sure that those tools are used for good.” That’s a pretty fundamental lesson to have missed out on while creating a multi-billion-dollar company.

Rebuilding From What’s Left

Using any technology — from a knife to a computer — carries risks, but as technological systems increase in size and complexity, the scale of these risks tends to increase as well. A technology is only useful if people can use it safely, in ways where the benefits outweigh the dangers, and if they can feel confident that they understand, and accept, the potential risks. A couple of years ago, Facebook, Twitter, and Google may have appeared to most people as benign communication methods that brought more to society than they took away. But with every new scandal, and bungled response, more and more people are seeing that these companies pose serious dangers to society.

As tempting as it may be to point to the “off” button, there’s not an easy solution. Technology giants have made themselves part of the fabric of daily life for hundreds of millions of people. Suggesting that people just quit is simple, but fails to recognize how reliant many people have become on these platforms — and how trapped they may feel in an increasingly intolerable situation.

As a result, people buy books about how bad Amazon is — by ordering them on Amazon. They conduct Google searches for articles about how much information Google knows about each individual user. They tweet about how much they hate Twitter and post on Facebook articles about Facebook’s latest scandal.

The technology companies may find themselves ruling over an increasingly aggravated user base, as their platforms spread the discontent farther and wider than possible in the past. Or they might choose to change themselves dramatically, breaking themselves up, turning some controls over to the democratic decisions of their users, and taking responsibility for the harm their platforms and products have done to the world. So far, though, it seems the industry hasn’t gone beyond offering half-baked apologies while continuing to go about business as usual. Hopefully that will change. But if the past is any guide, it probably won’t.

This article was originally published on The Conversation by Zachary Loeb. Read the original article here.",https://www.inverse.com/article/51093-tech-companies-don-t-deserve-trust
Apple Considering Low Cost Apple TV Dongle to Provide Wider Access to Upcoming Streaming Service,2018-11-21T21:30:41Z,"Apple is considering creating a lower-cost Apple TV dongle that's similar to the Amazon Fire Stick or the Google Chromecast, reports The Information.

Apple has held discussions about introducing such a product, which would be priced lower than the Apple TV and would be able to be plugged into the back of a television set.



The company is said to be contemplating such a hardware device to promote an upcoming streaming service that's in the works. A lower-cost Apple TV dongle would make the service, which will be available only on Apple devices, more accessible to potential buyers.

Right now, Apple's only television product is the Apple TV, priced at $179 for the Apple TV 4K and $149 for the non-4K version. Current TV dongles from Amazon and Google are priced much lower, at $25 to $35.

Rumors have suggested Apple is planning to roll out a streaming service next year, perhaps as early as March, and it is set to launch in more than 100 countries in 2019.

Apple may offer the streaming service on a standalone basis, or bundle it up with Apple Music and an Apple News subscription that includes Texture, the magazine service that it purchased.

Original television content created by Apple could be made available for free to iPhone, iPad, and Apple TV users through the TV app. Apple is also negotiating deals to provide access to subscription channels like HBO and STARZ.

For its streaming service, Apple has more than a dozen original television shows in the works, and it has inked deals with production companies for movies. A full list of all of the projects Apple has in the works right now can be found in our Apple TV roundup.",https://www.macrumors.com/2018/11/21/apple-tv-dongle-possible/
Google Home Hub vs. Amazon Echo Show vs. Facebook Portal: Price & Privacy,2018-10-09T16:24:00Z,"Google Home Hub made its debut on Tuesday in New York, showing what it can and won’t do, how it’s similar to Amazon’s Echo Show and the Facebook Portal. Notably, it’s different from the competition in one huge way that should please everyone who’s concerned with privacy.

Google executive Diya Jolly introduced the new product, taking care to describe it as an essential product for the thoughtful home, side-stepping the cliche of the “smart home” a few times during her remarks, compared to the just-revealed Facebook Portal and the second-generation Amazon Echo Show, Google Home Hub appears to be winning the competition for coziest home video tablet, based on its soft design, A.I. software, a focus on privacy, and kitchen-focused features.

The Google Home Hub sells for $149, it comes in four colors, and Google is throwing in six months of Youtube Premium — a $12/month service — for free.

See also: Google Pixel 3 Google Unveils New Pixel 3, Google Home Hub, and the Google Pixel Slate

Jolly said from the stage in Soho that she “obsessed” over Google Home Hub’s display, noting that it can respond automatically to the ambient light in the room because of a new feature called Ambient EQ, a sensor to fine-tune brightness and color of the display. Also, Hub automatically turns the screen off at night.

“No matter what time of day, which room, and even your home decor, Hub can blend seamlessly into your home,” Jolly said.

Google Home Hub: Where’s the Camera?

On Monday, Facebook debuted its Portal video tablet, which was roundly criticized here and other places by journalists who asked if debuting a video camera tablet now was the right time, given Facebook’s biggest data breach in history was uncovered just last month. It seems that Google might’ve forced Facebook’s hand, as the search giant put its rival video up for pre-order Monday. It ships in November.

Google’s Home Hub is different from its Amazon and Facebook competition in one big way: It doesn’t have a video camera. Both Amazon and Facebook tablets tout a camera as a way to make video calls.

Jolly noted that Google Home Hub’s designers did not include a camera, “so that it was comfortable to use in the private spaces of your home, like your bedroom.”

Google illustrated exactly why one might not want a camera in the Home Hub by showing one on a night stand, next to a woman waking up — at 7 a.m. Nobody should be hacked, but especially not then:

The other major player in the video screen market is, of course, Amazon, and reviews of the second-generation Amazon Echo Show came out on Monday, ahead of its October 11 release and the unveiling of the Google Home Hub on Tuesday.

Google Home Hub also acts as a video doorbell when used with Nest, setting up competition with Amazon and its Ring Doorbell tech.

More Google Home Hub Specs Announced Tuesday

Google Home Hub comes in four colors:

— “Aqua,” a seafoam green

— “Sand,” sort of a millennial pink

— “Charcoal,” it’s black

— “Chalk,” similar to heather gray

Google Home Hub has five primary functions:

— Search

— Youtube

— Google Maps

— Google Calendar

— Google Photos

Google vs. Facebook vs. Amazon! The Video Tablet Showdown

Google Home Hub Price: $149

Google Home Hub Release Date: October 22 in stores, pre-order October 9

Facebook Portal (left) and the Portal+ (right)

Facebook Portal Price: $199 (10-inch) and $349 for Portal+ (15-inch)

Facebook Portal Release Date: Shipping in November, pre-order October 8

The second-generation Amazon Echo Show has a fabric-style base, like the Google Home Hub.

Amazon Echo Show Price: $230

Amazon Echo Show Release Date: October 11, pre-order September 20",https://www.inverse.com/article/49728-google-home-hub-amazon-echo-show-facebook-portal
"Amazon's new Fire TV Stick 4K supports Dolby Atmos, Dolby Vision, and HDR10+ for $50",2018-10-03T14:46:19Z,URL skipped due to domain: https://www.androidpolice.com/2018/10/03/amazons-new-fire-tv-stick-4k-supports-dolby-atmos-dolby-vision-and-hdr10-for-50/,https://www.androidpolice.com/2018/10/03/amazons-new-fire-tv-stick-4k-supports-dolby-atmos-dolby-vision-and-hdr10-for-50/
Amazon is investigating claims that employees deleted reviews and sold sales data to sellers,2018-09-16T21:00:02Z,"We have strict policies and a Code of Business Conduct & Ethics in place for our employees. We implement sophisticated systems to restrict and audit access to information. We hold our employees to a high ethical standard and anyone in violation of our Code faces discipline, including termination and potential legal and criminal penalties. In addition, we have zero tolerance for abuse of our systems and if we find bad actors who have engaged in this behavior, we will take swift action against them, including terminating their selling accounts, deleting reviews, withholding funds, and taking legal action. We are conducting a thorough investigation of these claims.",https://www.theverge.com/2018/9/16/17867358/amazon-investigation-employee-seller-bribery-internal-data-deleting-negative-reviews
Who’s the Best Jack Ryan? A Definitive Ranking of Tom Clancy Adaptations,2018-08-31T22:47:00Z,"Based on the Tom Clancy books your dad probably vaguely remembers, the Jack Ryan IP is a relic. The Ryanverse, which began with the first book, Patriot Games, in 1987, has had many permutations over the past 30 years. The movies featured Jack Ryan played by Harrison Ford, Alec Baldwin, Chris Pine, and Ben Affleck, and now with Tom Clancy’s Jack Ryan, John Krasinski gives Ryan a go with Amazon Prime’s new television series.

Ryan — a history teacher, a Marine, a CIA agent, and, briefly, POTUS — is a more clever, more fiscally responsible everyman. But like James Bond, this character is part of an image of masculinity that now seems comically wholesome at best (Ford) and campy at worst (Baldwin).

In honor of the series coming to Amazon Prime this Friday, Inverse ranked the best Jack Ryan adaptations, spanning movies and video games because it took too long to get this stuff on TV.

Don't worry, John Krasinski, you'll be on the Jack Ryan list (from 'A Quiet Place'). Paramount Pictures

It’s yet to be seen where Krasinski fits in this mix, but once we watch, we’ll update this list.]

8. The Hunt for Red October (1987) Atari Video Game

I do remember this game, but only in the sense that I watched my dad played it and wished he would just fire up Doom or Duke Nukem instead; they were bloodier and way more fun to watch. I can’t give Hunt for Red October for the Atari a high score, partly because it’s based on the novel and partly because it’s a mouse-controlled submarine simulator.

This is Tom Clancy’s Jack Ryan we’re talking about. He intimidates diplomats and analyzes data. We’re not telling stories about a guy who drives a freaking submarine.

7. The Hunt for Red October (1990) Super NES Classic Video Game

Oof, I wish Nintendo had waited and released this sucker for the Gameboy Advance. Why couldn’t a Jack Ryan game look like Pokémon Blue? This game also stuck to the whole underwater-submarine-battle set piece instead of getting into Ryan’s head, so it’ll fade into the annals of time.

6. Chris Pine in Jack Ryan: Shadow Recruit (2014)

This cringefest nearly toppled Pine off the Chris List, which in 2014 was a marketing ploy still in its infancy. A few years before, he had just knocked it out of the park as Captain Tiberius Kirk in JJ Abrams’ Star Trek, but this experiment felt bizarre. Probably because it was directed by Kenneth Branagh, who only seems to know how to tell stories about men in complex costumes.

The most memorable line in this movie is Pine’s “You Russians think of yourselves as poets but perhaps you’re just touchy.” Take that, you election-hacking elitists.

5. Ben Affleck in The Sum of All Fears (2002)

Ben Affleck’s combo of sex appeal and smarmy line delivery was at a fever pitch in 2002, just a few years after seducing Liv Tyler with animal crackers in Armageddon. But that’s the problem with the version from Phil Alden Robinson (Field of Dreams). Jack Ryan isn’t a sexy young loose cannon cop — not to millennials. He’s Action Dad to us all.

4. The Sum of All Fears Video Game (2002)

This game is definitely the best Jack Ryan video game adaptation, which isn’t saying all that much. But remember when a video game plot twist meant, like, another corner you had to turn around to shoot? No battle of the wits in this one either.

3. Harrison Ford in Patriot Games (1992)

Jack Ryan is the opposite of Batman, in that his origin story isn’t often recounted, and the viewer typically just drops in on a political adventure. So that’s exciting. Plus, in this one, a young Harrison Ford kills Sean Bean by impaling him on an anchor.

That should be enough to sell you on this fantastic punch-em-up romp, which is the first enjoyable movie on the list. Watch for Ford’s all-time action movie line delivery of “I’m not after your job, Marty. I’m after the man who tried to kill my family.”

2. Alec Baldwin in The Hunt for Red October (1990)

This one is a classic, the only Jack Ryan adaptation to rise above the goofiness and inject an auteur’s flair, but all the scenes you remember just involve Sean Connery, who snarls the name of his own boat deliciously. The stakes are comically high. A submarine and some arguing men control the fate of the world, and for that, Baldwin (but really Connery) gets a decent ranking.

1. Harrison Ford in Clear and Present Danger (1994)

The top movie on our list is Philip Noyce’s second Jack Ryan film, a sequel to Patriot Games and a Terminator 2-esque improvement on the original. Already alone and with nothing more to lose, Ryan takes his quest for good to a global scale, maturing from a hothead to an icy professional. The sequel also deftly adds Willem Dafoe as a begrudging ally and features hilarious dialogue like this:

Bob Ritter (Henry Czerny): Jack, computer theft is a serious crime.

Jack Ryan (Harrison Ford): (talking to himself) So are crimes against the Constitution.

If Krasinski’s turn as Ryan stands a chance when it’s available to stream Friday, it’ll have to recreate that that lightning in a bottle quality, the ‘90s alchemy of dad jokes, Boy Scout morality, and super simple hand-to-hand combat that makes the old movies so fun.",https://www.inverse.com/article/48599-ranking-all-tom-clancy-s-jack-ryan-adaptations
Z-Wave is making a huge change so it doesn’t get left behind in the smart home wars,2019-12-19T19:17:14Z,"When Apple, Google, Amazon, and Zigbee announced that they were going to work together on a common smart home standard yesterday, one huge name was missing: Z-Wave, a system meant for low-power smart devices like locks and lightbulbs.

The competing smart home system has long been criticized by rivals as not truly being an open standard — despite outward appearances otherwise — and it’s easy to imagine that’s why it was left out. So today, The Z-Wave Alliance is making an announcement that would seem to fix that. It’s going to open up a part of the standard that’s long been locked down as a money-making scheme, theoretically turning Z-Wave into a fully open rival.

“That seemed to have been the only objection I was always confronted with.”

Until now, a single company — which just happens to own and develop Z-Wave — has been responsible for providing all of the chips for Z-Wave radios. That means there’s no competition driving down prices, and if Z-Wave were to ever become truly dominant, that company, Silicon Labs, would be in a position to make a whole lot of money.

With today’s change, Silicon Labs is going to start letting other companies make Z-Wave radios, too. That addresses the biggest ongoing complaint with Z-Wave: that Silicon Labs (and Sigma Designs, which owned Z-Wave for years before it) effectively had control over the entire ecosystem.

“I would acknowledge that that seemed to have been the only objection I was always confronted with,” Mitchell Klein, executive director of the Z-Wave Alliance, said on a call with The Verge.

The goal is to eventually turn Z-Wave into a completely open standard. Even the Z-Wave Alliance — an apparent standards body, which seems to mostly be in charge of certifying device compatibility — will be spun out into a fully independent organization in charge of developing Z-Wave, rather than existing as part of Silicon Labs. More details about the spinoff will be announced in “the forthcoming months,” Klein said.

The Z-Wave Alliance will be spun out of into an independent organization

That would turn Silicon Labs into just one company among many that are trying to make money off of Z-Wave. That might seem like a strange decision just a couple of years after buying the Z-Wave business for $240 million, but it’s a risk that makes somewhat more sense under Silicon Labs than it would have under prior owners.

Silicon Labs’ main business is selling radios for all kinds of smart devices, including those that work with competing connectivity systems. Its radios are inside Philips Hue lightbulbs, Ikea Tradfri products, Ring’s alarm system, and even Amazon’s Echo Plus, says Johan Pedersen, Silicon Labs’ manager of smart home marketing. With an already successful radio business — and the only Z-Wave radio business around at this point — Silicon Labs thinks it’ll be able to compete just fine with other entrants.

The hope is that, by opening Z-Wave up, adoption will expand. If Z-Wave becomes more popular, more radios will be needed, and Silicon Labs will be best positioned to sell them. Already, the company says it’s run into hurdles making sales because of the closed system because many security providers won’t buy anything they can’t source from multiple vendors.

“We see these two big initiatives being complementary to each other.”

Silicon Labs may also have seen the direction things were heading. In recent years, Bluetooth and Wi-Fi have become more common options for smart home devices (even though their higher power requirements put them at a disadvantage in many cases), and Zigbee has been successful with lower-power devices like lights that Z-Wave would traditionally aim for.

With the announcement from Apple, Google, Amazon, and Zigbee yesterday — forming a group known as Connected Home over IP — Silicon Labs may have realized Z-Wave was starting to get left behind. While that new group isn’t developing a competing radio communications standard that would replace Z-Wave, it is going to try to establish a system that smart home devices can all use to connect with one another. If it works out, those devices, which will primarily rely on Bluetooth and Wi-Fi at first, are likely to take off among consumers, leaving less room for Z-Wave.

But ultimately, Silicon Labs just wants to sell radios, and both announcements are really about making smart home tech more accessible. Z-Wave may not be involved in Connected Home over IP, but Silicon Labs is. (It’s mentioned in the announcement as a board member of Zigbee that will contribute to the project.)",https://www.theverge.com/2019/12/19/21029661/zwave-open-standard-radios-smart-home-multiple-vendors-silicon-labs
Amazon's Echo Show 8 is the perfect size,2019-12-19T12:14:43Z,"Amazon’s Echo Show 8 is the perfect size for someone who wants to place a smart display in a common space in their home.

Amazon has released two smart display sizes before, the tiny Echo Show 5 and the large Echo Show 10. Now, there’s a model that sits between these two, and I think it’s a perfect size.

I find the Show 10 is too big for most spaces and the Show 5 is too small to work outside of the bedroom.

The Show 8, on the other hand, hits the size sweet spot, making it perfect for common areas in your home.

What sets this apart

The eight-inch smart display is very similar to the Show 5 in terms of looks and hardware, but there are a few differences.

Unlike the Echo Show 5, the Show 8 has no shortcomings when it comes to sound quality. It’s packing a pair of two-inch speakers that push out 10-watts of sound each. In my time with the device, it could get loud and had no problem filling my apartment with music.

The screen is also very sharp compared to the Show 5. This time Amazon built-in a 1280 x 800 resolution display and it looks excellent.

Since the screen is larger, it’s a better digital picture frame too. You can load in your own photos with the Amazon Photos app, or use one of the company’s pre-set wallpaper packs. I’m a big fan of the ‘Art’ slideshow.

To my touch, the Show 8 feels more responsive than the sometimes laggy Show 5, which is a much-needed improvement.

This also makes the smart speaker a better smart home controller compared to the 5. A simple swipe in from the right opens up a control panel where you can start playing music, communicate with other Echos and control smart home devices.

Overall there isn’t anything wrong with this device, but it just feels like a bigger, louder and faster Echo Show 5, which is a good thing.

For many people, I can see this being their main Alexa interface because it’s so good and doesn’t have many drawbacks.

If you’re interested in the Show 8, I’d recommend you read our Show 5 review to get a better sense of how the smart displays work, but overall I’d say get a Show 5 if you want it in a bedroom or sitting on an office desk. If you want the device in your kitchen or living room, the Show 8 is likely a better bet.

You can buy the Echo Show 8 regularly from Amazon for $169.99. Currently, it’s on sale for $89.",https://mobilesyrup.com/2019/12/19/amazon-echo-show-8-review/
Amazon's Echo Flex lets you put Alexa nearly anywhere,2019-12-19T00:03:04Z,"First and foremost, the Echo Flex is for people who live in an Alexa-based household and want to take their setup to the next level.

The Echo Flex enables a few neat smart home tricks, but its main benefit is that it easily and cheaply adds Alexa nearly anywhere.

What is this for?

If you want a tiny Alexa in your garage or workshop, plug this into a wall and you’re good to go. It even has a headphone jack so you could plug it into a larger pair of speakers to stream multi-room audio there.

Another good use case would be in your laundry room so you can set timers easily. There’s also a USB-A port on the bottom of the device. This means that if it’s plugged in near your bed, it’s capable of charging your phone.

If you want Alexa in a single room and you’re worried you won’t use it often or only need it for a single task, the Flex is perfect.

It’s cheaper than the Dot and way more functional than the currently unavailable Echo Input.

That’s what the Flex does on a base level, and in my tests, it does this well. Its speaker isn’t super loud, but for most people, that won’t be an issue since it likely won’t be used as a standalone music device.

Beyond the basic use cases, the USB port on the bottom of the device can also enable a few third-party attachments. So far, there’s only a motion sensor and a night light.

The motion sensor is handy because you can set it up to trigger your smart lights. This means if you have one by your front door every time you walk into your home, the lights come on. The night light is just a voice-controlled night light.

I was unable to test these in my home, but at a recent Amazon event, they both worked well. The automation that the motion sensor adds to the package makes it an excellent smart home addition.

Hardware

The Flex’s hardware is super sturdy and tiny, which is just about perfect for what it’s used for. I would have liked a black colour option to match some parts of my home, but white isn’t awful by any means.

It features a tiny light at the top that works just like it does on other Echo products. It turns blue when listening, yellow when you have a notification and so on. On either side of the light are two microphone ports. Below is the ‘Action’ button, the ‘Mute’ button and the speaker.

The right side houses the 3.5mm audio jack. The bottom is where the USB port is, while the back has the outlet prongs so it can jack into a wall plug.

What would have been great is if Amazon had made this into a smart plug as well as an Echo so it could control other devices. Either way, it’s still a handy device and should help people interact with Alexa in more and more places.

In Canada, the Flex retails for $34.99 regularly. Both the attachments cost $14.",https://mobilesyrup.com/2019/12/18/amazon-echo-flex-alexa-review/
Amazon’s Kindle Publishing Service Saw Twice as Many New Authors in India in 2020,2019-12-18T18:30:00Z,Error fetching full content.,https://gadgets.ndtv.com/internet/news/amazon-kindle-direct-publishing-kdp-india-authors-growth-2020-top-ebook-genres-2362557
